,precision,recall,f1-score,support
0,0.9532117885381951,0.8307420695939405,0.8877731118008643,17559.0
1,0.3016917293233083,0.642,0.41048593350383633,2000.0
accuracy,0.8114423027762155,0.8114423027762155,0.8114423027762155,0.8114423027762155
macro avg,0.6274517589307517,0.7363710347969703,0.6491295226523504,19559.0
weighted avg,0.8865907895898965,0.8114423027762155,0.8389682466955901,19559.0
