,precision,recall,f1-score,support
0,0.9591771647265189,0.4151998343342307,0.5795356007322479,14487.0
1,0.39829545454545456,0.956343792633015,0.5623746490172483,5864.0
accuracy,0.5711267259594123,0.5711267259594123,0.5711267259594123,0.5711267259594123
macro avg,0.6787363096359867,0.6857718134836228,0.5709551248747481,20351.0
weighted avg,0.7975629763081729,0.5711267259594123,0.5745907910984825,20351.0
